ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
"AGRIS:US201400131655";"Study on the diurnal change of microclimate and human comfort in five types of land covers";"";"The role of urban parks in the microclimatic conditions of cities in summer is investigated in this paper through monitoring campaigns carried out at the Beijing Olympic forestry park. Five kinds of land cover, namely urban woods, lawn, bare concrete cover, water areas and wetlands were selected to study on the temperature, humidity and human comfort. The air temperature and relative humidity were measured once every two hours from 8:00 to 20:00 every day and continuously three days in July 2010. The results showed that the microclimate of these five kinds of land cover had signiﬁcant differences during the day. In general, the air temperature of these five types of land cover complied with the order during the middle of the day: bare concrete cover > wetlands > lawn > water areas > woods, with reversed order in the late afternoon when the air temperature of the lawn became the lowest. Compared with the bare concrete cover, the other four types of land cover can decrease temperature 1.0-3.5°C at noon. Finally, the human thermal comfort of the five kinds of land cover was assessed with the discontent index (DI). The DI in five kinds of land cover was the highest at 14:00, and the lowest at 8:00. The woods had the lowest DI while the bare concrete cover had the highest one at 14:00, and the lawn cover had the lowest DI while the wetlands had the highest one at 20:00.";"Yan, H.
Hao, P.Y.
Dong, L.";"";"International Society for Horticultural Science";"AGRIS";"2013-12-31";"en";"forestry;land cover";"Forest Tenure";"Land Use, Management & Investment";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201400131655";"http://www.actahort.org/books/999/999_26.htm";"";"";"";"193-197"
"AGRIS:US201301638654";"Efficiency and effectiveness in representative reserve design in Canada: The contribution of existing protected areas";"";"To be effective, reserve networks should represent all target species in protected areas that are large enough to ensure species persistence. Given limited resources to set aside protected areas for biodiversity conservation, and competing land uses, a prime consideration for the design of reserve networks is efficiency (the maximum biodiversity represented in a minimum number of sites). However, to be effective, networks may sacrifice efficiency. We used reserve selection algorithms to determine whether collections of existing individual protected areas in Canada were efficient and/or effective in terms of representing the diversity of disturbance-sensitive mammals in Canada in comparison to (1) an optimal network of reserves, and (2) sites selected at random. Unlike previous studies, we restricted our analysis to individual protected areas that met a criterion for minimum reserve size, to address issues of representation and persistence simultaneously. We also tested for effectiveness and efficiency using historical and present-day data to see whether protected area efficiency and/or effectiveness varied over time. In general, existing protected areas did not effectively capture the full suite of mammalian species diversity, nor are most existing protected areas part of a near-optimal solution set. To be effective, Canada's network of reserves will require at minimum 22 additional areas of >2700km². This study shows that even when only those reserves large enough to be effective are considered, protected areas systems may not be representative, nor were they representative at the time of establishment.";"Wiersma, Yolanda F.
Nudds, Thomas D.";"";"Elsevier";"AGRIS";"2009-12-31";"en";"land use planning";"";"Land Use, Management & Investment";"CAN";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201301638654";"http://dx.doi.org/10.1016/j.biocon.2009.02.034";"";"";"";"1639-1646"
"AGRIS:US2016205793";"The Ethanol Decade:  An Expansion of U.S. Corn Production, 2000-09";"";"The recent 9-billion-gallon increase in corn-based ethanol production, which resultedfrom a combination of rising gasoline prices and a suite of Federal bioenergy policies,provides evidence of how farmers altered their land-use decisions in response toincreased demand for corn. As some forecasts had suggested, corn acreage increasedmostly on farms that previously specialized in soybeans. Other farms, however, offsetthis shift by expanding soybean production. Farm-level data reveal that the simultaneousnet expansion of corn and soybean acreage resulted from a reduction in cotton acreage, a shift from uncultivated hay to cropland, and the expansion of double cropping (consecutively producing two crops of either like or unlike commodities on the same land within the same year).";"Wallander, Steven
Claassen, Roger
Nickerson, Cynthia J.";"";"";"AGRIS";"2011-08-31";"en";"land use";"";"Land Use, Management & Investment";"";"Reports & Research";"http://agris.fao.org/agris-search/search.do?recordID=US2016205793";"http://purl.umn.edu/117982";"";"";"";""
"AGRIS:US201301937015";"Interaction of local and landscape features in the conservation of Hungarian arable weed diversity";"";"";"Kovács-Hostyánszki, Anikó
Batáry, Péter
Báldi, András
Harnos, Andrea";"";"";"AGRIS";"2011-12-31";"en";"land management";"";"Land Use, Management & Investment";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201301937015";"http://dx.doi.org/10.1111/j.1654-109X.2010.01098.x";"";"";"";"40-48"
"AGRIS:US201300746626";"contribution of agriculture to the state of climate: Workshop summary and recommendations";"";"";"Desjardins, R.L.
Sivakumar, M.V.K.
De Kimpe, C.";"";"";"AGRIS";"2007-12-31";"en";"climate change;land use;land management;agriculture";"Land, Climate change & Environment";"Land Use, Management & Investment";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201300746626";"http://dx.doi.org/10.1016/j.agrformet.2006.07.011";"";"";"";"314-324"
"AGRIS:US201500155563";"future of bioenergy and rural development policies in Africa and Asia";"";"This special issue has presented some of the specific findings of the RE-Impact Project which was commissioned and funded by the EuropeAid Cooperation Office from 2007 until its conclusion in 2010. The project aimed to provide impact assessment frameworks and influence relevant policies through direct involvement in bioenergy projects and policy analysis in South Africa, Uganda, India and China. The papers summarised here have covered issues related to Jatropha curcas and forest-based bioenergy in these countries. Taking an overall look at the project findings we can identify a number of general conclusions relevant for the future of bioenergy and rural development in Africa and Asia. First, only local and context-specific sustainability assessment can identify the risk and responsibilities of the different groups and the exact impact on the environment. Second, many initiatives both in biofuels and forest-based bioenergy are marred by a lack of understanding of the life-cycle financial analysis. Third, careful consideration of local physical and social conditions and the economics of the production chain can identify real opportunities for rural development using bioenergy. The current global impasse in bioenergy policies could actually be advantageous to the development of bioenergy in developing countries. Without the pressure from America and Europe to develop bioenergy systems for climate change mitigation, countries in Africa and Asia may have the breathing room to shape bioenergy systems for their own internal energy supply in an orderly fashion. However, in order to avoid environmental and social impacts it will be necessary to articulate together elements of a number of measures including market-based certification, national policy formulation, national legislation, impact assessments, sustainability planning, land use planning, research, monitoring and evaluation taking into account country and project specific sustainability criteria. Unfortunately, many of the countries in Africa and Asia where bioenergy can play an important role still lack institutional structures able to articulate this sustainable development.";"Amezaga, Jaime M.
Bird, David Neil
Hazelton, Jennifer A.";"";"Elsevier";"AGRIS";"2013-12-31";"en";"land use planning;climate change;rural development;sustainable development";"Land, Climate change & Environment;Socio-Economic & Institutional Context";"Land Use, Management & Investment";"150;142;ZAF;UGA;CHN;002;018;IND";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201500155563";"http://dx.doi.org/10.1016/j.biombioe.2013.10.001";"";"";"";"137-141"
"AGRIS:US201301121476";"Barriers to water markets in the Heihe River basin in northwest China";"";"";"Zhang, J.";"";"";"AGRIS";"2007-12-31";"en";"water rights";"";"Access to Land & Tenure Security";"CHN";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201301121476";"http://dx.doi.org/10.1016/j.agwat.2006.05.020";"";"";"";"32-40"
"AGRIS:LV2014000473";"Engineering and economic calculations for assessing land consolidation";"";"Land consolidation is a new concept in Latvia, although in other countries of the world it has been known since the end of the 18th century. Land consolidation is implemented to improve the spatial structure of land holdings and agricultural infrastructure and to rationally use natural resources. It is particularly significant in agriculture when establishing farms of optimal size and territorial location. Land fragmentation hinders not only land management but also increases the transport cost. In the present research, land consolidation is viewed as an excellent instrument to enhance the spatial structure of agricultural holdings, reduce land fragmentation and increase the area size of agricultural holdings by fostering efficient use of land in accordance with the territorial development plan determining land uses in the future. The case of land consolidation and the calculation of the consolidation efficiency are based on Zemgale region Vircava parish of Jelgava municipality, as a benchmark for the region most suited for agricultural production in Latvia. Determining the economic gains from land consolidation may be based on the developed model for calculating the economic indicators of farms.";"Platonova, D., Latvia Univ. of Agriculture, Jelgava (Latvia)
Baumane, V., Latvia Univ. of Agriculture, Jelgava (Latvia)";"";"Latvia University of Agriculture";"AGRIS";"2014-12-31";"en";"land consolidation;land policies;land economics";"";"Land Policy & Legislation;Land Use, Management & Investment";"LVA";"Conference Papers & Reports";"http://agris.fao.org/agris-search/search.do?recordID=LV2014000473";"http://www.tf.llu.lv/conference/proceedings2014/Papers/93_Platonova_D.pdf";"";"";"";"547-553"
"AGRIS:US201600189749";"Density of Large Predators on Commercial Farmland in Ghanzi, Botswana";"";"Accurate estimates of predator densities are important for the conservation management of large predator populations. Predator densities outside of protected areas are often understudied and management decisions are based on assumptions of predator numbers. This study conducted three spoor surveys on commercial farmland in Botswana to estimate large predator densities. Brown hyaenas (Hyaena brunnea) were found to occur evenly across both cattle and game farms at higher densities than previously assumed. Cheetahs (Acinonyx jubatus) and leopards (Panthera pardus) were more commonly located on game ranches, at or below population density assumptions. This study demonstrated the importance but difficulties of conducting predator surveys on farmland, where study animals are often at risk of persecution by landowners, due to the perceived or real threat predators may pose to livestock and stocked game.";"Boast, Lorraine K.
Houser AnnMarie";"";"South African Wildlife Management Association";"AGRIS";"2012-12-31";"en";"farmland;landowners";"";"Land Use, Management & Investment";"BWA";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201600189749";"http://dx.doi.org/10.3957%2F056.042.0202";"";"";"";"138-143"
"AGRIS:US201400000910";"forest-land owners of Pennsylvania";"";"";"Birch, Thomas W.
Dennis, Donald F.";"Northeastern Forest Experiment Station (Radnor, Pa.)";"United States Department of Agriculture - Forest service;U.S. Department of Agriculture";"AGRIS";"1980-12-31";"en";"land tenure";"";"Land Policy & Legislation;Access to Land & Tenure Security";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201400000910";"https://archive.org/details/forestlandowners66birc";"";"";"";""
