ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
"AGRIS:US2016221795";"Relationship between the cultivated land change and the population and economic development in Shandong Province since 1990";"";"According to the statistical data of Shandong Province from 1990 to 2006, we use the method of statistical analysis to analyze the dynamic relationship between the cultivated land change and the population and economic development in recent 17 years. We establish the regression model for the research on the correlation among cultivated land change, population, GDP and per capita GDP. Result shows that the cultivated land area in Shandong Province experienced three stages from slow decrease, sharp decrease to slight decrease in 1990-2006, and the per capita area of cultivated land had been decreasing gradually during the 17 years. There are significant correlation among the cultivated land area, population and per capita GDP in Shandong Province, and they can be well described by the linear regression model. The regional differences of cultivated land change in Shandong Province are significant. With the development of economic development level, the cultivated land area occupied by increasing unit economic aggregate is gradually decreasing.";"Li, Xin
Guo, Ning
Song, Fu-rong";"";"";"AGRIS";"2009-01-20";"en";"";"";"";"CHN";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US2016221795";"http://purl.umn.edu/53437";"";"";"";""
"AGRIS:US201600103633";"Economic Explanation for Privatization of Forests and Forestland: Canada and the United States";"";"SUMMARYThis paper analyses the differences between forestland tenure systems in Canada and the US. Evolution of the two systems is primarily explained by variation of scarcity and land productivity. In early colonial times, Canada's economy was tightly linked to the fur trade with Indian people, while New England's economy was based more on agriculture with more intensive land use. In Canada, the focus was on the rights to timber from natural forests due to its abundant natural forests, poor road access and low productivity for farming, whereas in the US, the focus was on not just the forests but also the land as land was valuable for farming. While we emphasize the differences in scarcity in timber and timberland as the main cause of the disparity of the forestland tenure systems between the two countries, some legal and political factors are also explored.";"Zhang, Y.
Teeter, L.";"";"Commonwealth Forestry Association";"AGRIS";"2012-12-31";"en";"farming systems;land use;land tenure";"";"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security";"CAN;USA";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201600103633";"http://dx.doi.org/10.1505%2F146554812800923390";"";"";"";"184-195"
"AGRIS:US201600103630";"Towards More Equitable Terms of Cooperation: Local People's Contribution to Commercial Timber Concessions";"";"SUMMARYThe mixed outcomes of seemingly well-intentioned partnerships that try to create mutually beneficial agreements between local communities and private firms remain a puzzle. This study looks for answers to this puzzle by reviewing a large number of empirical studies in a wide variety of contexts. The kinds of local skills and expertise that are important for good timber concession management, how local people and concession managers can construct mutually profitable relationships, the most effective strategies used by communities to defend their claims in conflicts with private firms, and the types of public policies that are supportive of more equitable terms of cooperation in forest concession management are issues that were examined in the review. Institutional arrangements that regulate the relationship between local communities and forest concessionaires, and particularly the distribution of de jure property rights, help explain the mixed results. Less conclusive evidence exists with regards to community perspectives on concession-community relationships. The study concludes by suggesting future directions for research and discusses the implications of the findings for public policy.";"Ravikumar, A.
Andersson, K.
Mwangi, E.
Guariguata, M.R.
Nasi, R.";"";"Commonwealth Forestry Association";"AGRIS";"2012-12-31";"en";"property rights";"";"Land Policy & Legislation;Access to Land & Tenure Security";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201600103630";"http://dx.doi.org/10.1505%2F146554812800923354";"";"";"";"157-176"
"AGRIS:US201500162665";"Effects of urbanization and industrialization on agricultural land use in Shandong Peninsula of China";"";"China is the most populated country in the world with slightly more than half of the population is still living in rural areas. In the past couple of decades, rapid urbanization and industrialization have significantly changed the land use/land cover (LULC) pattern in rural areas, particularly those around the big cities in eastern China. Shandong Peninsula, a traditional agriculture area, also has witnessed rapid urbanization and industrialization. Analysis of land use/land cover change in this area, specially the change of agricultural lands, would help us better understand the interaction between government's policies and farmers’ economic interests. This paper developed a method to extract single-cropping land, double-cropping land and other land use/land cover categories for 1978, 1999 and 2006 from seasonal variations in Normalized Vegetation Index (NDVI) during a crop calendar year. Spatial analysis results indicated significant changes of arable lands and other land use/land cover categories due to the urbanization and industrialization. The most possible reason is due to the continuous adjustment of government's policies and shift of farmer's economic interests. Results from this study would help government make wise decisions in the near future to mitigate urban sprawl and industrial development while maintain enough agricultural production.";"Lu, Qingshui
Liang, Fuyuan
Bi, Xiaoli
Duffy, Rodney
Zhao, Zhiping";"";"Elsevier";"AGRIS";"2011-12-31";"en";"urbanization;land cover;land use;rural areas;farmers";"Urban Tenure";"Land Use, Management & Investment";"CHN";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201500162665";"http://dx.doi.org/10.1016/j.ecolind.2011.04.026";"";"";"";"1710-1714"
"AGRIS:QL2012000728";"Local law and customary practices in the study of water rights";"";"";"von Benda-Beckmann, E.
von Benda-Beckmann, K.
Spiertz, H. L. J.";"";"";"AGRIS";"1997-12-31";"en";"environment;water rights;research";"Land, Climate change & Environment";"Access to Land & Tenure Security";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=QL2012000728";"http://publications.iwmi.org/pdf/H020134.pdf";"";"";"";""
"AGRIS:US201400171642";"Managing private forestlands along the public–private interface of Southern Illinois: Landowner forestry decisions in a multi-jurisdictional landscape";"";"Private forest landowners in the southernmost region of Illinois operate within a multijurisdictional, intermixed public–private landscape. As such, they operate within the context of traditionally studied drivers of forest management on private lands, but also manage their lands within the context of the contentious debate about how the Shawnee National Forest is managed. We posited that this debate about the management of public land could affect forest management actions on private parcels. We also studied the effects of traditional drivers in private forest landowner research: land characteristics, demographics, and landowner objectives. Mail survey results for private forest landowners in the southernmost 11 counties of Illinois were used to examine the factors influencing the adoption of four actions: seeking advice from a forester, obtaining a written forest management plan, doing a commercial timber harvest, and implementing timber stand improvement. Results highlighted that traditional personal factors—financial objectives and parcel size—were strongly related to forest landowner management action adoption. Landowners' actions were largely independent of proximity to the Shawnee National Forest and largely independent of overall satisfaction with Shawnee National Forest management. In the context of decreasing parcel size and generally low financial objectives for private forestland parcels, we emphasize the need for policy and practice to better adapt to address these trends in order to maintain sustainable forest management across the landscape.";"Hendee, Jacob T.
Flint, Courtney G.";"";"Elsevier";"AGRIS";"2013-12-31";"en";"landowners";"";"";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201400171642";"http://dx.doi.org/10.1016/j.forpol.2013.04.009";"";"";"";"47-55"
"AGRIS:US201300968893";"Landscape changes in Nevada County reflect social and ecological transitions";"";"";"Walker, P.A.
Marvin, S.J.
Fortmann, L.P.";"";"";"AGRIS";"2003-12-31";"en";"land use;rural areas";"";"Land Use, Management & Investment";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201300968893";"http://californiaagriculture.ucop.edu/";"";"";"";"115-121"
"AGRIS:QL2012000722";"Farmer managed irrigation systems in Nepal:  Some issues and trends";"";"";"Malla, G. L.
Khadka, S. S.";"";"";"AGRIS";"1997-12-31";"en";"land ownership";"";"";"NPL";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=QL2012000722";"http://publications.iwmi.org/pdf/H020128.pdf";"";"";"";""
"AGRIS:US2016204591";"Investigating the Sources of Agricultural Growth in Africa: Factor Accumulation, Total Factor Productivity, and Technology Absorption";"";"This paper investigates sources and determinants of agricultural growth in Africa, concentrating on the growth path during the last three decades. The analysis employs the broader framework provided by empirical growth literature and recent developments in Total Factor Productivity (TFP) measurement to search for fundamental determinants of growth in African agriculture. One main contribution and new findings in this analysis is the quantification of the contribution of the productivity growth and the contribution of different inputs such as land, labor, tractor and fertilizer in the agricultural growth. Growth accounting computation highlights the fact that factor accumulation rather than TFP accounts for a large share of agricultural output growth and fertilizer has been the most statistically important physical input contributor to agricultural growth. The study also highlights the extent to which agricultural growth contributors vary in relation with different country conditions, institutions and politico-historical factors.";"Nkamleu, Guy Blaise";"";"";"AGRIS";"2008-11-31";"en";"";"";"";"002";"Conference Papers & Reports";"http://agris.fao.org/agris-search/search.do?recordID=US2016204591";"http://purl.umn.edu/52108";"";"";"";""
"AGRIS:QL2012000726";"Dynamics in water rights and arbitration on water right conflicts: Case of farmer managed irrigation systems from east Chitwan";"";"";"Shukla, A.
Joshi, N. R.
Shivakoti, G.
Poudel, R.
Shrestha, N.";"";"";"AGRIS";"1997-12-31";"en";"development;water rights";"";"Access to Land & Tenure Security";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=QL2012000726";"http://publications.iwmi.org/pdf/H020132.pdf";"";"";"";""
