ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
"AGRIS:FR2016224867";"Place des prairies dans les territoires français : regard historique";"";"The place of grasslands in the French regions has undergone great changes presently as a consequence of the deep transformations of contemporary agriculture, with environmental and social effects. But the situation of grasslands was itself the outcome of the history of past ages, especially the deep changes that occurred during the 19th century and the beginning of the 20th century. The changes and the underlying responsible factors were analysed for four regions chiefly devoted to grasslands (Normandy, Charente, Limousin, Thiérache). The characteristics of each region's identity are also of interest. Lastly, the agricultural recommendations put forward for pasture seeding (choice of species, seeding rates, seed origin) are presented. Some of the mechanisms responsible for the changes are still to be seen at work presently. On the other hand, the large decrease in farm labour, the abundance of which was decisive for some of the past changes, will have heavy consequences for future changes.

La place actuelle des prairies dans les territoires français se modifie profondément en conséquence des évolutions profondes de l'agriculture contemporaine, et entraîne avec elle des conséquences environnementales et sociales. Mais la situation des prairies était l'héritage des siècles passés et notamment des profondes modifications qui se sont produites au cours du 19ème siècle et au début du 20ème. Les évolutions et moteurs sous-jacents sont analysés dans le cas de 4 régions à dominante herbagères (Normandie, Charente, Limousin et Thiérache). Il est également intéressant de voir quels ont été les éléments identitaires de ces régions. Enfin, les préconisations agronomiques mises en avant lors des semis de prairies sont présentés (choix des espèces, doses de semis et origine des semences). Certains mécanismes qui ont prévalu à ces changements peuvent encore être perçus aujourd'hui. En revanche, la forte diminution la main d'uvre agricole (dont l'abondance a été au cur de certains de ces changements passés) va peser lourdement sur les évolutions futures.";"Huyghe, Christian";"";"";"AGRIS";"2007-12-31";"fr";"";"";"";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=FR2016224867";"http://prodinra.inra.fr/ft/79CC2EB5-3CFA-4D89-B700-D91D73615D69";"";"";"";""
"AGRIS:DJ2012048398";"Agricultural Land Degradation and Salinization in Shamsabad Region, Qom Province, Iran";"";"Salinization and alkalization are considered spatiotemporal dynamic soil degradation processes. In order to investigate the effects of agricultural activities on land degradation and soil salinity, Shamsabad area in Qom province was selected. Aerial photos (1955) and satellite images (1990-2002) were used to examine the changes in land use. Soil samples were collected from 25 locations in the study area from 0-50 cm and 51-100 cm depth at each location. For comparative purposes, sampling locations in this study were similar to locations used for salinity study in 1983. For each sample, pH, electrical conductivity (ECe), base saturation percentage, exchangeable sodium, lime and texture were measured. Land use and salinity maps were created by using geographic information system (GIS) softwares. Results revealed an increase of 9.5 times in cultivated lands in 47 years. Increase in agricultural activities in the study area has also intensified the pressure on water resource in the area, lowering ground water tables and degrading water quality. In the 0-50 cm soil depth, the average soil ECe was 6.5 dS/m in 1983, which increased to 10.7 dS/m in 2005. If soil salinity trend and pressure on water resources continue, large part of Shamsabad area is expected to change to desert in near future years.";"M Valipour
M Karimian Eghbal
M.J Malakouti
A KHosh Goftamanesh";"";"";"AGRIS";"2009-01-31";"";"land degradation";"Land, Climate change & Environment";"Land Use, Management & Investment";"IRN";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=DJ2012048398";"http://jstnar.iut.ac.ir//browse.php?a_code=A-10-572-1&slc_lang=en&sid=1";"";"";"";"683-691"
"AGRIS:US201600193633";"Maximizing water yield with indigenous nonâforest vegetation: a New Zealand perspective";"";"Provision of clean freshwater is an essential ecosystem service that is under increasing pressure worldwide from a variety of conflicting demands. Water yields differ in relation to landâcover type. Successful resource management therefore requires accurate information on yields from alternative vegetation types to adequately address concerns regarding water production. Of particular importance are upper watersheds/catchments, regardless of where water is extracted. Research in New Zealand has shown that, when in good condition, indigenous tall tussock grasslands can maximize water yield relative to other vegetation cover types. A longâterm hydrological pairedâcatchment study revealed reductions (up to 41% after 22 years) in water yielded annually from an afforested catchment relative to adjacent indigenous grassland. Furthermore, a stable isotope assessment showed that water from fog may substantially contribute to yield in upland tussock grasslands. The tall tussock lifeâform and its leaf anatomy and physiology, which minimize transpiration loss, appear to be the differentiating factors. Thus, maintaining dominance of such cover is important for water production, especially in upland catchments. Ecological analogues and integrated landâuse planning are discussed in the context of this essential ecosystem service. Water management programs in other countries are reviewed and that of South Africa is commended as a model.";"Mark, Alan F
Katharine JM Dickinson";"";"Ecological Society of America";"AGRIS";"2008-12-31";"en";"land cover;water management;land use";"";"Land Use, Management & Investment";"018;ZAF;NZL";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201600193633";"http://dx.doi.org/10.1890/060130";"";"";"";"25-34"
"AGRIS:US201400148305";"Antarctic land-cover classification using IKONOS and Hyperion data at Terra Nova Bay";"";"Low or medium spatial resolution satellite images are used for environmental monitoring in remote, extremely cold areas such as Antarctica. However, they cannot provide detailed spatial and spectral information over Antarctic areas. For obtaining this information, we propose an Antarctic land-cover classification method using IKONOS and Hyperion data over Terra Nova Bay, Antarctica. High spatial resolution IKONOS imagery enabled the detection of detailed, accurate boundaries between areas of snow, ice, vegetation, water and rock. Rock types were classified in detail using high spectral resolution Hyperion imagery. Because Antarctic land-cover types exhibit unusual spectral features, a step-by-step classification using various data sets and methods was applied. Five soil types and two rock types were identified by applying spectral linear unmixing to Hyperion data. Our land-cover classification map shows small mossy areas near emperor penguin or skua habitat. Lakes, which are an important factor in environmental monitoring, are also clearly shown. The detailed rock and soil classification map revealed that biotite gneiss and clay soils are dominant. This Antarctic land-cover map is useful for determining a suitable site for an environment-friendly Antarctic station. Among the various land-cover types, the lakes and the vegetation, rock and soil areas are considered to be important environmental factors related to Antarctic living organisms.";"Kim, Sun-Hwa
Hong, Chang-Hee";"";"Taylor & Francis Group";"AGRIS";"2012-12-31";"en";"land cover";"";"Land Use, Management & Investment";"ATA";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201400148305";"http://dx.doi.org/10.1080/01431161.2012.700136";"";"";"";"7151-7164"
"AGRIS:US201500052702";"cost effective stratified two-stage sampling design to estimate the forest land area of southern Chile";"";"There is a growing demand for improving the measurement of forest resources, with more frequent updating and better information on environmental variables. We explore the cost efficiency of a stratified two-stage design using area sampling to estimate the forest plantation and native forest areas in southern Chile. Analytical expressions for the approximate mean square error of combined and separate ratio estimators are derived applying Taylor linearization. Under a unified framework, this procedure allows the evaluation of the precision of design and post-design estimators for unequal unit area sizes at both stages. Monte Carlo simulations were used to assess empirically the approximate analytical measures of the mean square error and the biases associated with the ratio estimators. Adopting proportional allocation among strata and clusters, the optimal allocation among the two stages is determined. A substantial improvement in sampling precision was achieved using the separate ratio estimator and the bias was found to be small. Post-stratification based on categorical information on growing zones also improved the precision of estimating the forest plantation area and a smaller extent the native forest area. The results of this paper support a wider adoption of sampling methods to estimate land use and land cover at regional or national levels.";"Niklitschek, Mario E.
Trincado, Guillermo";"";"NRC Research Press";"AGRIS";"2011-12-31";"en";"land cover;land use";"";"Land Use, Management & Investment";"CHL";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201500052702";"http://dx.doi.org/10.1139/x11-040";"";"";"";"1509-1521"
"AGRIS:US201300790793";"Shifting cultivation in peatlands";"";"Transboundary haze pollution from smoke from land preparation fires has become a perennial problem in Indonesia, especially in the last 10 years during the dry season. Most of that smoke originates from illegal land preparation fires for oil palm and industrial forest plantation as well as from shifting cultivation, which is usually blamed for the smoke. In order to understand the role of fire in shifting cultivation areas dominated by peat soils, research was conducted during the dry season of 2001 on land belonging to the community of Pelalawan village, Pelalawan district, Riau province, Indonesia. The research showed that burning did not affect all peat areas equally. No peat was burned on a fibric site, while burning on a hemic site varied in depth from 6.0 cm to 12.6 cm, and on a sapric site from 15.4 cm to 31.9 cm. Further, on the fibric site only phosphorus increased significantly following burning, while on the hemic only the base saturation increased; on the sapric site, however, both base saturation and phosphorus increased compared to the condition before burning. These data show that if fire is continues to be used for land preparation in peat areas, peat becomes critically endangered.";"Saharjo, Bambang Hero";"";"Kluwer Academic Publishers";"AGRIS";"2007-12-31";"en";"land management";"";"Land Use, Management & Investment";"IDN";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201300790793";"http://dx.doi.org/10.1007/s11027-006-9048-3";"";"";"";"135-146"
"AGRIS:US201500002810";"Governance of Gene Action and Combining Ability for Certain Grain Quality Traits in Three Diverse Rice (Oryza sativa L.) Growing Ecosystems";"";"Traditional varieties or land races from diverse rice growing ecosystems serving as repository of desirable gene pools for rice improvement including rice hybrids have been marginalized or are at the verge of perhaps total genetic erosion. Biotechnology patent systems and intellectual property rights intrinsic with genetically engineered rices weigh in at odds, competing with these good grain qualified traditional rices. Genetic analyses have been made to uncover the supremacy of gene action and combining ability for certain grain quality related physicochemical traits in seven diverse ecogeographical genotypes of ‘indica’ rice using a 7 × 7 half-diallel cross following Griffing's Model-1, Method-2. Comparative results obtained from 7 parents + 21 F(1)s + 21 F(2)s revealed the involvement of both additive (polygenic) and non-additive (epistasis or interallelic) gene action(s) in the governance of grain quality traits. However, the ratio of σ(2) g/σ(2) (s) exhibited greater importance of non-additive genes for all the traits except kernel length in F(1). This suggests the plausibility of exploitation of heterosis in rice as a self-pollinated crop. Epistasis gene action (interallelic interaction) was found to be more pronounced for all the traits. The genotypes NS 19 (for grain weight), T 21 and IR 24 (for both kernel length and L/B ratio) and Jal Lahri (for protein content) emerged as good general combiners with high ‘gca’ values. The six specific crosses, viz., Mahsuri/IR 24, NDR 359/Jal Lahri, Sarjoo 52/Jal Lahri, Mahsuri/T 21, Sarjoo 52/NS 19 and Sarjoo 52/T 21, revealed significant ‘sca’ effects suggesting their role in improvising for certain physicochemical grain quality traits. These crosses were found to retain at least one parent with high ‘gca’ value and the other parent having either high, average or low ‘gca’ effects indicating for the occurrence of both additive as well as non-additive genetic interactions. These findings may be of greater relevance in shuffling and combining the genes/traits between traditional and modern rice varieties (e.g., semi-dwarf, good to moderate tillering, medium maturity and good grain quality with high protein content) in almost all rice growing ecosystems.";"Verma, O.P.
Santosh, U.S.
Srivastava, H.K.";"";"Food Products Press";"AGRIS";"2003-12-31";"en";"";"";"";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201500002810";"http://dx.doi.org/10.1300/J064v22n04_06";"";"";"";"63-78"
"AGRIS:US201600090232";"Confronting the Food–Energy–Environment Trilemma: Global Land Use in the Long Run";"";"Economic, agronomic, and biophysical drivers affect global land use, so all three influences need to be considered in evaluating economically optimal allocations of the world’s land resources. A dynamic, forward-looking optimization framework applied over the course of the coming century shows that although some deforestation is optimal in the near term, in the absence of climate change regulation, the desirability of further deforestation is eliminated by mid-century. Although adverse productivity shocks from climate change have a modest effect on global land use, such shocks combined with rapid growth in energy prices lead to significant deforestation and higher greenhouse gas emissions than in the baseline. Imposition of a global greenhouse gas emissions constraint further heightens the competition for land, as fertilizer use declines and land-based mitigation strategies expand. However, anticipation of the constraint largely dilutes its environmental effectiveness, as deforestation accelerates prior to imposition of the target.";"Steinbuks, Jevgenijs
Hertel, Thomas W.";"";"Springer";"AGRIS";"2016-12-31";"en";"deforestation;climate change;land use";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201600090232";"http://dx.doi.org/10.1007/s10640-014-9848-y";"";"";"";"545-570"
"AGRIS:TR2013000924";"On a research landscape change and fragmentation case study,Bartin City and Arit Basin";"Bartın kenti ve Arıt Havzası örneğinde peyzaj değişimi ve parçalılık üzerine bir araştırma";"In this study,land cover data were digitized on topographical maps(1954,1984 and 2001).Land cover data were  analyzed using ArcGIS and Fragstats programs.

Bu çalışmada, araştırma alanına ait 1954,1984 ve 2001 yılı topoğrafik haritaları üzerindeki arazi örtüsü verileri sayısallaştırılmıştır.";"Gökyer, E., Bartın Univ., Faculty of Forestry, Bartın (Turkey). Div. of Landscape Architecture";"";"";"AGRIS";"2013-12-31";"tr";"land cover mapping";"";"Land Use, Management & Investment";"TUR";"Policy Papers & Briefs";"http://agris.fao.org/agris-search/search.do?recordID=TR2013000924";"http://jotaf.nku.edu.tr/makaleler/2013_10_03_03_Gokyer.pdf";"";"";"";"19-28"
"AGRIS:US201301644376";"Livestock water productivity: implications for sub-Saharan Africa";"";"Water is essential for agriculture including livestock. Given increasing global concern that access to agricultural water will constrain food production and that livestock production uses and degrades too much water, there is compelling need for better understanding of the nature of livestock-water interactions. Inappropriate animal management along with poor cropping practices often contributes to widespread and severe depletion, degradation and contamination of water. In developed countries, diverse environmental organisations increasingly voice concerns that animal production is a major cause of land and water degradation. Thus, they call for reduced animal production. Such views generally fail to consider their context, applicability and implications for developing countries. Two global research programs, the CGIAR 'Comprehensive Assessment of Water Management and Agriculture' and 'Challenge Program on Water and Food' have undertaken studies of the development, management and conservation of agricultural water in developing countries. Drawing on these programs, this paper describes a framework to systematically identify key livestock-water interactions and suggests strategies for improving livestock and water management especially in the mixed crop-livestock production systems of sub-Saharan Africa. In contrast to developed country experience, this research suggests that currently livestock water productivity compares favourably with crop water productivity in Africa. Yet, great opportunities remain to further reduce domestic animals' use of water in the continent. Integrating livestock and water planning, development and management has the potential to help reduce poverty, increase food production and reduce pressure on the environment including scarce water resources. Four strategies involving technology, policy and institutional interventions can help achieve this. They are choosing feeds that require relatively little water, conserving water resources through better animal and land management, applying well known tools from the animal sciences to increase animal production, and strategic temporal and spatial provisioning of drinking water. Achieving integrated livestock-water development will require new ways of thinking about, and managing, water by water- and animal-science professionals.";"Peden, D.
Taddesse, G.
Haileslassie, A.";"";"CSIRO Publishing";"AGRIS";"2009-12-31";"en";"water management;land management";"";"Land Use, Management & Investment";"002";"Journal Articles & Books";"http://agris.fao.org/agris-search/search.do?recordID=US201301644376";"http://dx.doi.org/10.1071/RJ09002";"";"";"";"187-193"
